sentiment,text
neg,"even the finest chef can't make a hotdog into anything more than a hotdog , and robert de niro can't make this movie anything more than a trashy cop buddy comedy ."
neg,brady achieves the remarkable feat of squandering a topnotch foursome of actors . . . by shoving them into every clichéd white-trash situation imaginable .
neg,"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it ."
neg,the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .
neg,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .
pos,an amazing and incendiary movie that dives straight into the rough waters of contradiction .
neg,es triste tener que decirles que lo único grato de la cinta es el cuerpo desnudo de la heather . . .
pos,"pretty darn good , despite its smarty-pants aura ."
pos,"this is not chabrol's best , but even his lesser works outshine the best some directors can offer ."
pos," "" frailty "" has been written so well , that even a simple "" goddammit ! "" near the end takes on a whole other meaning ."
neg,the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ?
neg,"the photographer's show-don't-tell stance is admirable , but it can make him a problematic documentary subject ."
pos,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality ."
neg,the things this movie tries to get the audience to buy just won't fly with most intelligent viewers .
pos,it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .
pos,succeeds only because bullock and grant were made to share the silver screen .
pos,this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable .
neg,"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short ."
neg,"the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows ."
neg,"though ganesh is successful in a midlevel sort of way , there's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention ."
neg,"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie ."
pos,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive "" missing thing . """
neg,"the jokes are flat , and the action looks fake ."
pos,"it's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family ."
pos,the performances are remarkable .
pos,a winning and wildly fascinating work .
pos,leguizamo and jones are both excellent and the rest of the cast is uniformly superb .
neg,tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .
neg,originality is sorely lacking .
neg,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces ."
pos,it's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .
pos,one from the heart .
pos,"it just may inspire a few younger moviegoers to read stevenson's book , which is a treasure in and of itself ."
neg,love liza is a festival film that would have been better off staying on the festival circuit .
neg,"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie ."
pos," ( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . ."
pos,clooney directs this film always keeping the balance between the fantastic and the believable . . .
neg,"drags along in a dazed and enervated , drenched-in-the- past numbness ."
neg,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritednes
neg,"if the title is a jeopardy question , then the answer might be "" how does steven seagal come across these days ? "" or maybe "" how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ?"
neg, . . . nothing scary here except for some awful acting and lame special effects .
pos,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough ."
pos,"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world ."
pos,the film's intimate camera work and searing performances pull us deep into the girls' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between them .
neg,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore ."
pos,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . "
pos,"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism ."
neg,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?"
pos,"with each of her three protagonists , miller eloquently captures the moment when a woman's life , out of a deep-seated , emotional need , is about to turn onto a different path ."
neg,a movie that's about as overbearing and over-the-top as the family it depicts .
pos,i am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson .
neg,a trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home .
pos,must be seen to be believed .
pos,"it's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman did just that and it's what makes their project so interesting ."
neg,"not so much funny as aggressively sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies ."
neg," if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish ."
neg,"almost as offensive as "" freddy got fingered . """
pos,"much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation ."
pos,"confessions may not be a straightforward bio , nor does it offer much in the way of barris' motivations , but the film is an oddly fascinating depiction of an architect of pop culture ."
neg,the movie is as padded as allen's jelly belly .
neg,it has all the excitement of eating oatmeal .
pos,about as big a crowdpleaser as they possibly come .
neg,"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates ."
pos,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .
pos,ice cube holds the film together with an engaging and warm performance . . .
neg,"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience ."
neg, . . . pays tribute to heroes the way julia roberts hands out awards--with phony humility barely camouflaging grotesque narcissism .
pos, . . . blade ii is more enjoyable than the original .
pos,"it's all about anakin . . . and the lustrous polished visuals rich in color and creativity and , of course , special effect ."
pos,"short-story quaint , touchingly mending a child's pain for his dead mother via communication with an old woman straight out of eudora welty ."
pos,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .
pos,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others ."
neg,"it's so underwritten that you can't figure out just where the other characters , including ana's father and grandfather , come down on the issue of ana's future ."
pos,an unexpectedly sweet story of sisterhood .
neg,storytelling feels slight .
neg,secret ballot is too contemplative to be really funny .
pos,even those who would like to dismiss the film outright should find much to mull and debate .
neg,wanker goths are on the loose ! run for your lives !
pos," "" home movie "" is a sweet treasure and something well worth your time ."
pos,"those prone to indignation need not apply ; those susceptible to blue hilarity , step right up ."
neg,directed in a paint-by-numbers manner .
pos,"winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars ."
neg,"what's next : "" my mother the car ? """
neg,"it's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show ."
neg,"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why ."
pos,"'barbershop "" is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story ."
neg,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ."
neg,"an easy watch , except for the annoying demeanour of its lead character ."
neg,"despite its title , amy's orgasm is not a porno , though it is as tedious as one ."
neg,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay ."
neg,"makes for some truly odd , at times confusing , kids entertainment . . . but at least this time there's some centered storytelling to go along with all the weird stuff ."
pos,"a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale ."
pos,"an extremely funny , ultimately heartbreaking look at life in contemporary china ."
pos,a moving and solidly entertaining comedy/drama that should bolster director and co-writer juan josé campanella's reputation in the united states .
pos,often moving and explores the discomfort inherent in the contacts between the american 'hosts' and their 'guests . 
pos,an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .
neg,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about .
pos,"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis ."
neg,"a pale xerox of other , better crime movies ."
neg,here's a self-congratulatory 3d imax rah-rah .
pos,[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
neg,"this is for the most part a useless movie , even with a great director at the helm ."
pos,"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit ."
neg,there's something not entirely convincing about the quiet american . and that holds true for both the movie and the title character played by brendan fraser .
pos,"an uplifting , near-masterpiece ."
pos,credit director ramsay for taking the sometimes improbable story and making it feel realistic .
neg,one thing is for sure : this movie does not tell you a whole lot about lily chou-chou .
neg,even die-hard fans of japanese animation . . . will find this one a challenge .
neg,detox is ultimately a pointless endeavor .
neg,wallace seems less like he's been burning to tell a war story than he's been itching to somehow tack one togethe
neg,"build some robots , haul 'em to the theatre with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ."
neg,what little grace [rifkin's] tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .
pos," . . . a haunting vision , with images that seem more like disturbing hallucinations ."
neg,"i don't think i laughed out loud once . and when you're talking about a slapstick comedy , that's a pretty big problem ."
pos,"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix ."
neg,undercover brother doesn't go far enough . it's just a silly black genre spoof .
pos,"looking aristocratic , luminous yet careworn in jane hamilton's exemplary costumes , rampling gives a performance that could not be improved upon ."
neg,"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names ."
neg,it's obvious [je-gyu is] trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .
neg,an incoherent jumble of a film that's rarely as entertaining as it could have been .
pos,melodrama with a message .
pos,"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up ."
pos,"witherspoon puts to rest her valley-girl image , but it's dench who really steals the show ."
pos,the story ultimately takes hold and grips hard .
pos,"none of this is meaningful or memorable , but frosting isn't , either , and you wouldn't turn down a big bowl of that , would you ?"
pos,it's always fascinating to watch marker the essayist at work .
pos,its rawness and vitality give it considerable punch .
pos,"a respectable venture on its own terms , lacking the broader vision that has seen certain trek films . . . cross over to a more mainstream audience ."
neg,the director seems to take an unseemly pleasure in [the characters'] misery and at the same time to congratulate himself for having the guts to confront it .
pos,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant ."
neg,a little weak -- and it isn't that funny .
neg,"a broad , melodramatic estrogen opera that's pretty toxic in its own right ."
neg,this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .
pos,it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .
pos, . . . quite endearing .
neg,what happened with pluto nash ? how did it ever get made ?
pos,"a whole lot foul , freaky and funny ."
pos,"this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends ."
pos,"a twisty , moody slice of southern gothic . . ."
pos,"director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin's deterioration and barbara's sadness -- and , occasionally , anger ."
neg,"the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine ."
pos,is it a total success ? no . is it something any true film addict will want to check out ? you bet .
pos,"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys ."
neg, . . . overly melodramatic . . .
pos,a winning piece of work filled with love for the movies of the 1960s .
neg,"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch ."
pos,"watching these two actors play against each other so intensely , but with restraint , is a treat ."
neg,"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions ."
neg,"it's got the brawn , but not the brains ."
neg,"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy ."
neg,"another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures ."
pos,"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies ."
neg,"'yes , that's right : it's forrest gump , angel of death . "
neg,"guy gets girl , guy loses girl , audience falls asleep ."
pos,"so unassuming and pure of heart , you can't help but warmly extend your arms and yell 'safe ! "
neg,don't even bother to rent this on video .
pos,"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another ."
pos,"as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances ."
pos,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one ."
neg,"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny ."
neg,stay away . far away .
neg,none of this is half as moving as the filmmakers seem to think .
neg,"all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters ."
pos,[an] hilarious romantic comedy .
neg,"though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere ."
neg,"guillen rarely gets beneath the surface of things . she lists ingredients , but never mixes and stirs ."
pos,"ok arthouse . the power of this script , and the performances that come with it , is that the whole damned thing didn't get our moral hackles up ."
pos,"it's an ambitious film , and as with all ambitious films , it has some problems . but on the whole , you're gonna like this movie ."
neg,there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .
pos,"an unflinching , complex portrait of a modern israel that is rarely seen on-screen ."
neg,to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career .
neg,"i still can't relate to stuart : he's a mouse , for cryin' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough ."
neg,"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance ."
pos,"more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . ."
pos,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .
neg,"please , someone , stop eric schaeffer before he makes another film ."
pos,davis has filled out his cast with appealing fresh faces .
neg,"twenty-three movies into a mostly magnificent directorial career , clint eastwood's efficiently minimalist style finally has failed him . big time ."
neg,"no worse than a lot of the crap we've been offered this summer , and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go ."
pos,a sober and affecting chronicle of the leveling effect of loss .
neg,"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers ."
pos,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .
neg,a straight-ahead thriller that never rises above superficiality .
neg,it's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .
neg,an uneven look into a grim future that doesn't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k . dick stories .
neg,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers ."
neg,"a grim , flat and boring werewolf movie that refuses to develop an energy level ."
neg,the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work .
pos,what a bewilderingly brilliant and entertaining movie this is .
neg,maudlin and melodramatic we expected . boring we didn't .
neg,"este é apenas mais um ( longo ) episódio do programa da mtv . a única diferença é que , desta vez , a paramount teve o mau gosto de exibi-lo nos cinemas ."
neg,"wes craven's presence is felt ; not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend . "
neg,"according to the script , grant and bullock's characters are made for each other . but you'd never guess that from the performances ."
pos,"cannon's confidence and laid-back good spirits are , with the drumming routines , among the film's saving graces ."
pos,"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not ."
pos,"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture ."
pos,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there's the music . . ."
pos,holm . . . embodies the character with an effortlessly regal charisma .
pos,"parts seem like they were lifted from terry gilliam's subconscious , pressed through kafka's meat grinder and into buñuel's casing"
pos,a frustrating yet deeply watchable melodrama that makes you think it's a tougher picture than it is .
pos,"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging ."
neg,"i'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché ."
pos,"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team ."
neg,"the humor is forced and heavy-handed , and occasionally simply unpleasant ."
pos,"manages to transcend the sex , drugs and show-tunes plot into something far richer ."
neg,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity ."
pos,"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough ."
neg,this is rote drivel aimed at mom and dad's wallet .
pos,"you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies ."
neg,as vulgar as it is banal .
pos,"it's a visual delight and a decent popcorn adventure , as long as you don't try to look too deep into the stor"
pos,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves .
neg,"egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose ."
neg,"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) ."
neg,"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches ."
neg,it uses the pain and violence of war as background material for color .
neg,"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning ."
neg,a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexi
neg,"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting ."
pos,"the people in jessica are so recognizable and true that , as in real life , we're never sure how things will work out ."
neg,"there's something deeply creepy about never again , a new arrow in schaeffer's quiver of ineptitudes ."
neg,has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silenc
pos,a historical epic with the courage of its convictions about both scope and detail .
pos,"hailed as a clever exercise in neo-hitchcockianism , this clever and very satisfying picture is more accurately chabrolian ."
pos,"like its two predecessors , 1983's koyaanisqatsi and 1988's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever ."
pos,it has that rare quality of being able to creep the living hell out of you . . .
pos,warm and exotic .
neg,"plodding , peevish and gimmicky ."
pos,"as a vehicle to savour binoche's skill , the film is well worthwhile ."
neg,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant ."
pos,"while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't ."
neg,"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program ."
pos,psychologically revealing .
pos,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else ."
neg,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions ."
pos,"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder ."
pos,its engaging simplicity is driven by appealing leads .
pos,"far from heaven is a dazzling conceptual feat , but more than that , it's a work of enthralling drama ."
neg,"movies like this are selling the old european candor , the old wink of 'bold' revelation . but in 2002 , such revelations wilt ."
pos,"the film is quiet , threatening and unforgettable ."
pos,"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original ."
neg,"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ."
neg,it's both sitcomishly predictable and cloying in its attempts to be poignant .
pos,"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents ."
pos,"a smart , witty follow-up ."
neg,"several uninteresting , unlikeable people do bad things to and with each other in "" unfaithful . "" why anyone who is not a character in this movie should care is beyond me ."
neg,"began life as a computer game , then morphed into a movie -- a bad one , of course ."
neg,"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were ."
neg,an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .
pos,"while the story's undeniably hard to follow , iwai's gorgeous visuals seduce ."
pos,"exactly what its title implies : lusty , boisterous and utterly charming ."
neg, . . . the kind of movie you see because the theater has air conditioning .
pos,the film proves unrelentingly grim -- and equally engrossing .
neg,we have an actor who is great fun to watch performing in a film that is only mildly diverting .
neg,this movie . . . doesn't deserve the energy it takes to describe how bad it is .
neg,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .
neg,well-meaning but inert .
neg,"jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability ."
neg,"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly ."
pos,frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films i've ever seen .
neg,i watched the brainless insanity of no such thing with mounting disbelief .
pos,"while scorsese's bold images and generally smart casting ensure that "" gangs "" is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about ."
neg,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention ."
pos,jagger the actor is someone you want to see again .
neg,"less dizzying than just dizzy , the jaunt is practically over before it begins ."
pos,"the movie is amateurish , but it's a minor treat ."
pos,"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience ."
pos,ian holm conquers france as an earthy napoleo
neg,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .
pos,the invincible werner herzog is alive and well and living in l
neg,"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet ."
pos,the movie should be credited with remembering his victims .
neg,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles  several of them .
neg,"at least it's a fairly impressive debut from the director , charles stone iii ."
pos,the casting of raymond j . barry as the 'assassin' greatly enhances the quality of neil burger's impressive fake documentary .
neg,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject ."
neg,not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .
pos,a thought-provoking and often-funny drama about isolation .
neg,"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter ."
pos,"garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you'll want things to work out ."
pos,troubling and powerful .
pos,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
pos,"smart and fun , but far more witty than it is wise ."
neg,propelled not by characters but by caricatures .
neg,we've liked klein's other work but rollerball left us cold .
pos,the simplicity of the way home has few equals this side of aeso
pos,"informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms ."
neg,"the reason i found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory ."
pos,"blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew ."
neg,"verbinski substitutes atmosphere for action , tedium for thrills ."
pos,"sharp , lively , funny and ultimately sobering film ."
pos,"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong ."
neg,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor ."
neg,"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal ."
neg,a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .
neg,it's a bad thing when a movie has about as much substance as its end credits blooper reel .
pos,[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .
pos,"it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza ."
pos,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years ."
pos,"suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed ."
neg,shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story .
pos,"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels ."
pos,"superior genre storytelling , which gets under our skin simply by crossing the nuclear line ."
pos,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .
pos,"the ingenious construction ( adapted by david hare from michael cunningham's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a pris"
neg,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild ."
neg,"sunshine state surveys the landscape and assesses the issues with a clear passion for sociology . but the cinematography is cloudy , the picture making becalmed ."
neg,"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel ."
pos,"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year ."
neg,the fetid underbelly of fame has never looked uglier .
neg,"dull , lifeless , and amateurishly assembled ."
pos,"the mood , look and tone of the film fit the incredible storyline to a t ."
pos,"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."
pos,"there's an energy to y tu mamá también . much of it comes from the brave , uninhibited performances by its lead actors ."
pos,"[a] wonderfully loopy tale of love , longing , and voting ."
neg,a bland animated sequel that hardly seems worth the effort .
neg,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this ."
pos,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises ."
pos,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
neg,"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached ."
pos,"bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen ."
pos,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins ."
neg,anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring . 
neg,"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip ."
neg,"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect ."
neg,there's something fundamental missing from this story : something or someone to care about .
neg,"entertaining enough , but nothing ne"
pos,"poetry in motion captured on film . while it can be a bit repetitive , overall it's an entertaining and informative documentary ."
neg,a cumbersome and cliche-ridden movie greased with every emotional device known to man .
neg,just not campy enoug
neg, . . . [a] strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .
neg,"there's a delightfully quirky movie to be made from curling , but brooms isn't it ."
pos,"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . it's still worth a look ."
neg,"can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral ."
neg,a really good premise is frittered away in middle-of-the-road blandness .
neg,nothing about this movie works .
pos,"it's a good film -- not a classic , but odd , entertaining and authentic ."
neg,"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide ."
pos,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles .
neg,a sequence of ridiculous shoot-'em-up scenes .
pos,the magic of the film lies not in the mysterious spring but in the richness of its performances .
pos,"entertains by providing good , lively company ."
